           time              x              y              z             vx             vy             vz            yox            yoy            yoz             mi            Ix0            CG0             p0
     0.67000000   415.94615361   413.77825017    -0.02059288   608.89767476   602.46579551    -0.04887005     0.00000137    -0.00000137     0.00018229    19.81603602     0.03726116     0.40403360  1974.99166625
     0.67500000   418.99023230   416.79005150    -0.02083745   608.73382436   602.25476485    -0.04895633     0.00000137    -0.00000137     0.00018376    19.81598600     0.03725870     0.40400666  1974.83009834
     0.68000000   422.03349208   419.80079806    -0.02108244   608.57010549   602.04387772    -0.04903867     0.00000138    -0.00000137     0.00018522    19.81593596     0.03725624     0.40397971  1974.66861550
     0.68500000   425.07593346   422.81049041    -0.02132783   608.40645332   601.83306998    -0.04911709     0.00000138    -0.00000137     0.00018669    19.81588606     0.03725378     0.40395276  1974.50721765
     0.69000000   428.11755665   425.81912882    -0.02157360   608.24282569   601.62229991    -0.04919161     0.00000138    -0.00000138     0.00018816    19.81583642     0.03725131     0.40392580  1974.34590473
     0.69500000   431.15836183   428.82671354    -0.02181974   608.07926836   601.41161278    -0.04926221     0.00000138    -0.00000138     0.00018963    19.81578691     0.03724885     0.40389885  1974.18467668
     0.70000000   434.19834967   431.83324531    -0.02206622   607.91592089   601.20114661    -0.04932887     0.00000139    -0.00000138     0.00019110    19.81573719     0.03724639     0.40387189  1974.02353342
     0.70500000   437.23752176   434.83872575    -0.02231302   607.75300693   600.99112253    -0.04939157     0.00000139    -0.00000138     0.00019258    19.81568670     0.03724392     0.40384493  1973.86247485
     0.71000000   440.27588081   437.84315761    -0.02256013   607.59072750   600.78173924    -0.04945025     0.00000139    -0.00000139     0.00019406    19.81563494     0.03724146     0.40381796  1973.70150081
     0.71500000   443.31343022   440.84654433    -0.02280752   607.42915431   600.57306757    -0.04950491     0.00000139    -0.00000139     0.00019553    19.81558172     0.03723899     0.40379100  1973.54061113
     0.72000000   446.35017343   443.84888937    -0.02305517   607.26822016   600.36504096    -0.04955557     0.00000139    -0.00000139     0.00019701    19.81552722     0.03723653     0.40376403  1973.37980563
     0.72500000   449.38611316   446.85019550    -0.02330307   607.10772832   600.15746482    -0.04960225     0.00000140    -0.00000139     0.00019849    19.81547193     0.03723407     0.40373706  1973.21908416
     0.73000000   452.42125107   449.85046439    -0.02355119   606.94745568   599.95011855    -0.04964501     0.00000140    -0.00000139     0.00019997    19.81541639     0.03723160     0.40371009  1973.05844661
     0.73500000   455.45558784   452.84969682    -0.02379951   606.78725586   599.74285743    -0.04968389     0.00000140    -0.00000140     0.00020146    19.81536099     0.03722914     0.40368311  1972.89789291
     0.74000000   458.48912364   455.84789301    -0.02404802   606.62706857   599.53562184    -0.04971889     0.00000140    -0.00000140     0.00020294    19.81530585     0.03722667     0.40365614  1972.73742298
